"org_name_clean","org_zip","organization_org_state","INTPTLAT","INTPTLONG","measure","amount"
"Acumen, Llc","94010","CA",37.571918,-122.375028,"Awards",1
"Acumen, Llc","94010","CA",37.571918,-122.375028,"Funding",0.377061
"Advanced Tactile Imaging, Inc.","08618","NJ",40.24934,-74.789968,"Awards",1
"Advanced Tactile Imaging, Inc.","08618","NJ",40.24934,-74.789968,"Funding",0.857783
"Albert Einstein College of Medicine","10461","NY",40.846741,-73.840788,"Awards",10
"Albert Einstein College of Medicine","10461","NY",40.846741,-73.840788,"Funding",4.103439
"Albert Einstein Healthcare Network","19141","PA",40.037921,-75.145377,"Awards",2
"Albert Einstein Healthcare Network","19141","PA",40.037921,-75.145377,"Funding",1.00871
"Amahealth Llc","85749","AZ",32.281851,-110.731649,"Awards",1
"Amahealth Llc","85749","AZ",32.281851,-110.731649,"Funding",0.31318
"American Society of Andrology","60118","IL",42.106259,-88.304383,"Awards",1
"American Society of Andrology","60118","IL",42.106259,-88.304383,"Funding",0.01
"Analytical Diagnostic Solutions, Inc.","08054","NJ",39.948992,-74.900247,"Awards",1
"Analytical Diagnostic Solutions, Inc.","08054","NJ",39.948992,-74.900247,"Funding",0.906002
"Anelleo, Inc.","27516","NC",35.906197,-79.154855,"Awards",1
"Anelleo, Inc.","27516","NC",35.906197,-79.154855,"Funding",1.389051
"Arcadia University","19038","PA",40.10521,-75.169812,"Awards",2
"Arcadia University","19038","PA",40.10521,-75.169812,"Funding",0.90609
"Arizona State University-Tempe Campus","85257","AZ",33.463212,-111.913762,"Awards",7
"Arizona State University-Tempe Campus","85257","AZ",33.463212,-111.913762,"Funding",3.968745
"Arkansas Children's Hospital Res Inst","72202","AR",34.73813,-92.247251,"Awards",3
"Arkansas Children's Hospital Res Inst","72202","AR",34.73813,-92.247251,"Funding",1.457829
"Artemis Biotechnologies Llc","76502","TX",31.104022,-97.412045,"Awards",1
"Artemis Biotechnologies Llc","76502","TX",31.104022,-97.412045,"Funding",0.385272
"Auburn University at Auburn","36832","AL",32.582936,-85.585938,"Awards",2
"Auburn University at Auburn","36832","AL",32.582936,-85.585938,"Funding",0.393408
"Augusta University","30912","GA",33.4702,-81.987917,"Awards",1
"Augusta University","30912","GA",33.4702,-81.987917,"Funding",0.176331
"Autoivf, Inc.","01760","MA",42.284822,-71.348811,"Awards",1
"Autoivf, Inc.","01760","MA",42.284822,-71.348811,"Funding",0.997028
"Avera Mckennan","57105","SD",43.520296,-96.735607,"Awards",1
"Avera Mckennan","57105","SD",43.520296,-96.735607,"Funding",1.469241
"Barrett Technology, Llc","02460","MA",42.351824,-71.20849,"Awards",1
"Barrett Technology, Llc","02460","MA",42.351824,-71.20849,"Funding",0.950894
"Baylor College of Medicine","77030","TX",29.705557,-95.401754,"Awards",56
"Baylor College of Medicine","77030","TX",29.705557,-95.401754,"Funding",28.586474
"Baylor University","76798","TX",31.546107,-97.120959,"Awards",2
"Baylor University","76798","TX",31.546107,-97.120959,"Funding",0.961035
"Beth Israel Deaconess Medical Center","02215","MA",42.347635,-71.103082,"Awards",6
"Beth Israel Deaconess Medical Center","02215","MA",42.347635,-71.103082,"Funding",2.335854
"Bioincept, Llc","45040","OH",39.350783,-84.313198,"Awards",1
"Bioincept, Llc","45040","OH",39.350783,-84.313198,"Funding",0.816664
"Biosensics, Llc","02458","MA",42.353585,-71.188192,"Awards",1
"Biosensics, Llc","02458","MA",42.353585,-71.188192,"Funding",0.932949
"Biostrategies, Lc","72467","AR",35.842221,-90.677602,"Awards",1
"Biostrategies, Lc","72467","AR",35.842221,-90.677602,"Funding",0.295923
"Bioteam, Inc.","01949","MA",42.610322,-71.006295,"Awards",1
"Bioteam, Inc.","01949","MA",42.610322,-71.006295,"Funding",0.225
"Boise State University","83725","ID",43.604822,-116.205619,"Awards",1
"Boise State University","83725","ID",43.604822,-116.205619,"Funding",0.573021
"Boston Children's Hospital","02115","MA",42.339422,-71.094531,"Awards",32
"Boston Children's Hospital","02115","MA",42.339422,-71.094531,"Funding",17.335113
"Boston College","02467","MA",42.314321,-71.152778,"Awards",4
"Boston College","02467","MA",42.314321,-71.152778,"Funding",1.134332
"Boston Medical Center","02118","MA",42.33786,-71.069805,"Awards",4
"Boston Medical Center","02118","MA",42.33786,-71.069805,"Funding",3.795171
"Boston University","02118","MA",42.33786,-71.069805,"Awards",14
"Boston University","02118","MA",42.33786,-71.069805,"Funding",7.414426
"Boston University","02215","MA",42.347635,-71.103082,"Awards",5
"Boston University","02215","MA",42.347635,-71.103082,"Funding",1.560414
"Bowling Green State University","43403","OH",41.377844,-83.636555,"Awards",1
"Bowling Green State University","43403","OH",41.377844,-83.636555,"Funding",0.426
"Brandeis University","02453","MA",42.368685,-71.241103,"Awards",3
"Brandeis University","02453","MA",42.368685,-71.241103,"Funding",2.131868
"Brigham Young University","84602","UT",40.254108,-111.650082,"Awards",2
"Brigham Young University","84602","UT",40.254108,-111.650082,"Funding",0.90385
"Brigham and Women's Hospital","02115","MA",42.339422,-71.094531,"Awards",29
"Brigham and Women's Hospital","02115","MA",42.339422,-71.094531,"Funding",12.834062
"Briteseed, Llc","60625","IL",41.973081,-87.699751,"Awards",1
"Briteseed, Llc","60625","IL",41.973081,-87.699751,"Funding",0.490469
"Broad Institute, Inc.","02142","MA",42.362505,-71.08096,"Awards",3
"Broad Institute, Inc.","02142","MA",42.362505,-71.08096,"Funding",11.884769
"Brooklyn Innoseq Inc.","11201","NY",40.6937,-73.989859,"Awards",1
"Brooklyn Innoseq Inc.","11201","NY",40.6937,-73.989859,"Funding",0.296351
"Brown University","02903","RI",41.819233,-71.410245,"Awards",18
"Brown University","02903","RI",41.819233,-71.410245,"Funding",7.296146
"Bumptup Labs, Inc.","42104","KY",36.876864,-86.45119,"Awards",1
"Bumptup Labs, Inc.","42104","KY",36.876864,-86.45119,"Funding",0.295883
"Burst Diagnostics Llc","80524","CO",40.646854,-105.029519,"Awards",1
"Burst Diagnostics Llc","80524","CO",40.646854,-105.029519,"Funding",0.301299
"Butler University","46208","IN",39.819071,-86.171083,"Awards",1
"Butler University","46208","IN",39.819071,-86.171083,"Funding",0.516934
"California Family Health Council, Inc.","90010","CA",34.060987,-118.299884,"Awards",1
"California Family Health Council, Inc.","90010","CA",34.060987,-118.299884,"Funding",0.002653
"California Institute of Technology","91125","CA",34.137644,-118.124952,"Awards",6
"California Institute of Technology","91125","CA",34.137644,-118.124952,"Funding",2.913357
"California Poly State U San Luis Obispo","93407","CA",35.306628,-120.669175,"Awards",1
"California Poly State U San Luis Obispo","93407","CA",35.306628,-120.669175,"Funding",0.496036
"Carnegie-Mellon University","15213","PA",40.435563,-79.964078,"Awards",4
"Carnegie-Mellon University","15213","PA",40.435563,-79.964078,"Funding",2.363766
"Carroll University","53186","WI",43.022155,-88.204676,"Awards",1
"Carroll University","53186","WI",43.022155,-88.204676,"Funding",0.34332
"Case Western Reserve University","44106","OH",41.505341,-81.605432,"Awards",14
"Case Western Reserve University","44106","OH",41.505341,-81.605432,"Funding",6.138681
"Catholic University of America","20064","DC",38.936371,-76.99921,"Awards",1
"Catholic University of America","20064","DC",38.936371,-76.99921,"Funding",0.436797
"Cedars-Sinai Medical Center","90048","CA",34.072877,-118.372657,"Awards",2
"Cedars-Sinai Medical Center","90048","CA",34.072877,-118.372657,"Funding",0.754921
"Center For Innovative Public Health Research","92672","CA",33.372936,-117.520963,"Awards",1
"Center For Innovative Public Health Research","92672","CA",33.372936,-117.520963,"Funding",1.355297
"Central Michigan University","48859","MI",43.586849,-84.772768,"Awards",1
"Central Michigan University","48859","MI",43.586849,-84.772768,"Funding",0.143916
"Centre For Infectious Disease Research","10101","ZZ",NA,NA,"Awards",1
"Centre For Infectious Disease Research","10101","ZZ",NA,NA,"Funding",0.898514
"Centre of Excellence In Health Monitoring and Evaluation","P.o B","ZZ",NA,NA,"Awards",2
"Centre of Excellence In Health Monitoring and Evaluation","P.o B","ZZ",NA,NA,"Funding",1.22159
"Chapman University","92866","CA",33.784537,-117.844791,"Awards",1
"Chapman University","92866","CA",33.784537,-117.844791,"Funding",0.391253
"Charles River Analytics, Inc.","02138","MA",42.379637,-71.135152,"Awards",2
"Charles River Analytics, Inc.","02138","MA",42.379637,-71.135152,"Funding",0.714081
"Children's Hosp of Philadelphia","19146","PA",39.939496,-75.184146,"Awards",49
"Children's Hosp of Philadelphia","19146","PA",39.939496,-75.184146,"Funding",37.494224
"Children's Hospital of Los Angeles","90027","CA",34.127603,-118.296381,"Awards",12
"Children's Hospital of Los Angeles","90027","CA",34.127603,-118.296381,"Funding",4.625449
"Children's Hospital of Orange County","92868","CA",33.787967,-117.876343,"Awards",2
"Children's Hospital of Orange County","92868","CA",33.787967,-117.876343,"Funding",1.200388
"Children's Mercy Hosp (Kansas City, Mo)","64108","MO",39.084895,-94.58647,"Awards",9
"Children's Mercy Hosp (Kansas City, Mo)","64108","MO",39.084895,-94.58647,"Funding",2.985824
"Children's Research Institute","20010","DC",38.932825,-77.031798,"Awards",21
"Children's Research Institute","20010","DC",38.932825,-77.031798,"Funding",11.369817
"Cincinnati Childrens Hosp Med Ctr","45229","OH",39.153472,-84.486186,"Awards",39
"Cincinnati Childrens Hosp Med Ctr","45229","OH",39.153472,-84.486186,"Funding",20.609377
"Claria Medical, Inc.","94043","CA",37.411913,-122.068919,"Awards",1
"Claria Medical, Inc.","94043","CA",37.411913,-122.068919,"Funding",2.138797
"Clarkson University","13699","NY",44.663703,-74.998445,"Awards",1
"Clarkson University","13699","NY",44.663703,-74.998445,"Funding",0.429897
"Cleveland Clinic Lerner Com-Cwru","44195","OH",41.5031,-81.620567,"Awards",4
"Cleveland Clinic Lerner Com-Cwru","44195","OH",41.5031,-81.620567,"Funding",2.33462
"Collamedix Inc.","44120","OH",41.473288,-81.58088,"Awards",1
"Collamedix Inc.","44120","OH",41.473288,-81.58088,"Funding",0.985797
"College of Staten Island","10314","NY",40.600699,-74.164314,"Awards",1
"College of Staten Island","10314","NY",40.600699,-74.164314,"Funding",0.378123
"College of William and Mary","23187","VA",37.27,-76.71,"Awards",2
"College of William and Mary","23187","VA",37.27,-76.71,"Funding",0.885644
"Colorado State University","80523","CO",40.570263,-105.090346,"Awards",16
"Colorado State University","80523","CO",40.570263,-105.090346,"Funding",7.785461
"Columbia University","10027","NY",40.812657,-73.954983,"Awards",14
"Columbia University","10027","NY",40.812657,-73.954983,"Funding",4.522233
"Columbia University","10032","NY",40.839041,-73.942812,"Awards",57
"Columbia University","10032","NY",40.839041,-73.942812,"Funding",31.46509
"Contraline, Inc.","22903","VA",38.006972,-78.59506,"Awards",1
"Contraline, Inc.","22903","VA",38.006972,-78.59506,"Funding",1.077116
"Cornell University","10065","NY",40.764689,-73.963264,"Awards",25
"Cornell University","10065","NY",40.764689,-73.963264,"Funding",15.150331
"Cornell University","14850","NY",42.431831,-76.500228,"Awards",15
"Cornell University","14850","NY",42.431831,-76.500228,"Funding",6.250913
"Couplet Care, Llc","27523","NC",35.773618,-78.956926,"Awards",1
"Couplet Care, Llc","27523","NC",35.773618,-78.956926,"Funding",0.649496
"Crosslife Technologies, Inc.","92008","CA",33.14248,-117.313444,"Awards",1
"Crosslife Technologies, Inc.","92008","CA",33.14248,-117.313444,"Funding",0.759214
"Cx Therapeutics, Inc","02420","MA",42.459061,-71.217728,"Awards",1
"Cx Therapeutics, Inc","02420","MA",42.459061,-71.217728,"Funding",1.214257
"Dana-Farber Cancer Inst","02215","MA",42.347635,-71.103082,"Awards",1
"Dana-Farber Cancer Inst","02215","MA",42.347635,-71.103082,"Funding",0.16524
"Dare Bioscience, Inc.","92122","CA",32.856798,-117.210156,"Awards",1
"Dare Bioscience, Inc.","92122","CA",32.856798,-117.210156,"Funding",1.016258
"Dartmouth College","03755","NH",43.732434,-72.139155,"Awards",4
"Dartmouth College","03755","NH",43.732434,-72.139155,"Funding",1.819386
"Delfina Care Inc.","95110","CA",37.346559,-121.909747,"Awards",1
"Delfina Care Inc.","95110","CA",37.346559,-121.909747,"Funding",0.26131
"Deloitte Consulting, Llp","22209","VA",38.89443,-77.073406,"Awards",1
"Deloitte Consulting, Llp","22209","VA",38.89443,-77.073406,"Funding",0.005
"Dfusion, Inc.","95066","CA",37.067198,-122.014521,"Awards",1
"Dfusion, Inc.","95066","CA",37.067198,-122.014521,"Funding",0.518297
"Drexel University","19104","PA",39.958518,-75.198856,"Awards",6
"Drexel University","19104","PA",39.958518,-75.198856,"Funding",4.622841
"Duke University","27705","NC",36.025112,-78.982067,"Awards",69
"Duke University","27705","NC",36.025112,-78.982067,"Funding",30.328732
"East Carolina University","27858","NC",35.532451,-77.282787,"Awards",3
"East Carolina University","27858","NC",35.532451,-77.282787,"Funding",1.10887
"Eastern Virginia Medical School","23501","VA",36.851849,-76.280133,"Awards",1
"Eastern Virginia Medical School","23501","VA",36.851849,-76.280133,"Funding",0.002082
"Emma Pendleton Bradley Hospital","02915","RI",41.772177,-71.354407,"Awards",3
"Emma Pendleton Bradley Hospital","02915","RI",41.772177,-71.354407,"Funding",0.834949
"Emory University","30322","GA",33.794593,-84.325236,"Awards",46
"Emory University","30322","GA",33.794593,-84.325236,"Funding",18.815634
"Endeavor Health Clinical Operations","60201","IL",42.054745,-87.692382,"Awards",2
"Endeavor Health Clinical Operations","60201","IL",42.054745,-87.692382,"Funding",3.706106
"Enhance Diagnostics, Inc.","72703","AR",36.118051,-94.043538,"Awards",1
"Enhance Diagnostics, Inc.","72703","AR",36.118051,-94.043538,"Funding",0.306669
"Expanse Bio Llc","29405","SC",32.852297,-79.980016,"Awards",2
"Expanse Bio Llc","29405","SC",32.852297,-79.980016,"Funding",0.850853
"Family Health International","27701","NC",35.99924,-78.897944,"Awards",1
"Family Health International","27701","NC",35.99924,-78.897944,"Funding",0.495057
"Fast Track Drugs and Biol","20878","MD",39.112637,-77.250436,"Awards",1
"Fast Track Drugs and Biol","20878","MD",39.112637,-77.250436,"Funding",5.811442
"Father Flanagan's Boys' Home","68010","NE",41.257232,-96.133503,"Awards",3
"Father Flanagan's Boys' Home","68010","NE",41.257232,-96.133503,"Funding",1.484231
"Federation of Amer Soc For Exper Biology","20852","MD",39.051511,-77.123973,"Awards",1
"Federation of Amer Soc For Exper Biology","20852","MD",39.051511,-77.123973,"Funding",0.01
"Feinstein Institute For Medical Research","11030","NY",40.793409,-73.688549,"Awards",1
"Feinstein Institute For Medical Research","11030","NY",40.793409,-73.688549,"Funding",0.02
"Fisher Bioservices, Inc.","20850","MD",39.089211,-77.180501,"Awards",6
"Fisher Bioservices, Inc.","20850","MD",39.089211,-77.180501,"Funding",2.119181
"Florida Atlantic University","33431","FL",26.37459,-80.10661,"Awards",1
"Florida Atlantic University","33431","FL",26.37459,-80.10661,"Funding",0.1525
"Florida Institu /Human/Machine Cognition","32502","FL",30.408929,-87.226813,"Awards",1
"Florida Institu /Human/Machine Cognition","32502","FL",30.408929,-87.226813,"Funding",0.131085
"Florida International University","33199","FL",25.753898,-80.377044,"Awards",5
"Florida International University","33199","FL",25.753898,-80.377044,"Funding",2.860139
"Florida State University","32306","FL",30.442319,-84.294482,"Awards",8
"Florida State University","32306","FL",30.442319,-84.294482,"Funding",15.809718
"Foundation For The Nih","20852","MD",39.051511,-77.123973,"Awards",2
"Foundation For The Nih","20852","MD",39.051511,-77.123973,"Funding",1.625
"Frd Accel, Llc","29425","SC",32.78527,-79.948392,"Awards",1
"Frd Accel, Llc","29425","SC",32.78527,-79.948392,"Funding",0.969472
"Fred Hutchinson Cancer Research Center","98109","WA",47.630583,-122.345596,"Awards",5
"Fred Hutchinson Cancer Research Center","98109","WA",47.630583,-122.345596,"Funding",2.866336
"Geisinger Clinic","17822","PA",40.968662,-76.603296,"Awards",1
"Geisinger Clinic","17822","PA",40.968662,-76.603296,"Funding",0.672976
"George Mason University","22030","VA",38.837185,-77.34048,"Awards",1
"George Mason University","22030","VA",38.837185,-77.34048,"Funding",0.08536
"George Washington University","20052","DC",38.89879,-77.047787,"Awards",9
"George Washington University","20052","DC",38.89879,-77.047787,"Funding",15.235403
"Georgetown University","20057","DC",38.908971,-77.075171,"Awards",2
"Georgetown University","20057","DC",38.908971,-77.075171,"Funding",1.039011
"Georgia Institute of Technology","30332","GA",33.777618,-84.404348,"Awards",4
"Georgia Institute of Technology","30332","GA",33.777618,-84.404348,"Funding",2.251987
"Georgia State University","30302","GA",33.749938,-84.399972,"Awards",3
"Georgia State University","30302","GA",33.749938,-84.399972,"Funding",1.097823
"Gillette Children's Specialty Healthcare","55101","MN",44.950764,-93.087571,"Awards",1
"Gillette Children's Specialty Healthcare","55101","MN",44.950764,-93.087571,"Funding",0.895447
"Giner, Inc.","02466","MA",42.345514,-71.247661,"Awards",1
"Giner, Inc.","02466","MA",42.345514,-71.247661,"Funding",0.312181
"Good Nutrition Ideas, Llc","97405","OR",43.953602,-123.155864,"Awards",1
"Good Nutrition Ideas, Llc","97405","OR",43.953602,-123.155864,"Funding",0.385
"Gordon Research Conferences","02818","RI",41.642919,-71.485719,"Awards",4
"Gordon Research Conferences","02818","RI",41.642919,-71.485719,"Funding",0.05963
"Graduate School of Public Health and Health Policy","10027","NY",40.812657,-73.954983,"Awards",1
